tool_id,tool_name,category,company,launch_year,users_millions,pricing_model,open_source
422,AI Tool 422,LLM,OpenAI,2026,113,Freemium,Yes
423,AI Tool 423,AI Agents,Adobe,2026,178,Paid,Yes
424,AI Tool 424,Coding AI,Stability AI,2020,81,Paid,No
425,AI Tool 425,LLM,Google,2025,138,Freemium,Yes
426,AI Tool 426,Productivity AI,OpenAI,2026,151,Paid,Yes
427,AI Tool 427,Voice AI,Meta,2024,73,Paid,No
428,AI Tool 428,Image Generation,Anthropic,2022,84,Paid,Yes
429,AI Tool 429,LLM,Stability AI,2024,10,Freemium,No
430,AI Tool 430,Video Generation,Microsoft,2021,194,Free,No
431,AI Tool 431,AI Agents,OpenAI,2021,187,Freemium,No
432,AI Tool 432,Chatbots,OpenAI,2023,108,Paid,No
433,AI Tool 433,AI Agents,Microsoft,2024,98,Free,Yes
434,AI Tool 434,Video Generation,Meta,2023,93,Paid,Yes
435,AI Tool 435,Image Generation,Meta,2025,123,Paid,No
436,AI Tool 436,Chatbots,Runway,2022,151,Paid,No
437,AI Tool 437,Chatbots,Microsoft,2020,70,Free,No
438,AI Tool 438,LLM,Stability AI,2023,180,Paid,No
439,AI Tool 439,Coding AI,Stability AI,2020,1,Freemium,Yes
440,AI Tool 440,Video Generation,Anthropic,2025,20,Freemium,Yes
441,AI Tool 441,Coding AI,Runway,2020,140,Free,No
442,AI Tool 442,Voice AI,Stability AI,2025,107,Free,Yes
443,AI Tool 443,Chatbots,Adobe,2022,136,Freemium,No
444,AI Tool 444,Image Generation,HuggingFace,2021,161,Paid,Yes
445,AI Tool 445,Productivity AI,Google,2024,134,Paid,Yes
446,AI Tool 446,Chatbots,OpenAI,2020,68,Paid,No
447,AI Tool 447,Productivity AI,Microsoft,2022,69,Free,No
448,AI Tool 448,Video Generation,Meta,2025,126,Free,No
449,AI Tool 449,AI Agents,Adobe,2025,67,Freemium,Yes
450,AI Tool 450,Image Generation,HuggingFace,2022,82,Freemium,Yes
451,AI Tool 451,Coding AI,Microsoft,2020,77,Free,No
452,AI Tool 452,LLM,Google,2021,52,Paid,No
453,AI Tool 453,Coding AI,OpenAI,2022,155,Free,Yes
454,AI Tool 454,Image Generation,Microsoft,2024,136,Paid,Yes
455,AI Tool 455,LLM,Amazon,2024,182,Freemium,Yes
456,AI Tool 456,Voice AI,Microsoft,2025,130,Paid,Yes
457,AI Tool 457,AI Agents,HuggingFace,2022,11,Freemium,Yes
458,AI Tool 458,Image Generation,OpenAI,2022,157,Paid,No
459,AI Tool 459,Chatbots,HuggingFace,2022,127,Freemium,No
460,AI Tool 460,Productivity AI,Microsoft,2023,109,Freemium,Yes
461,AI Tool 461,Video Generation,Runway,2020,134,Free,Yes
462,AI Tool 462,Productivity AI,Runway,2024,144,Paid,Yes
463,AI Tool 463,Chatbots,Stability AI,2024,105,Free,No
464,AI Tool 464,AI Agents,Adobe,2024,29,Freemium,No
465,AI Tool 465,Voice AI,Amazon,2024,128,Paid,No
466,AI Tool 466,Coding AI,HuggingFace,2020,133,Free,No
467,AI Tool 467,Voice AI,Microsoft,2020,111,Paid,No
468,AI Tool 468,Video Generation,Anthropic,2022,71,Free,Yes
469,AI Tool 469,LLM,Amazon,2022,177,Paid,Yes
470,AI Tool 470,Voice AI,Google,2020,126,Freemium,No
471,AI Tool 471,Chatbots,HuggingFace,2025,142,Freemium,No
472,AI Tool 472,Voice AI,Microsoft,2020,44,Freemium,Yes
473,AI Tool 473,Video Generation,Google,2021,4,Free,No
474,AI Tool 474,Voice AI,Google,2021,138,Paid,Yes
475,AI Tool 475,AI Agents,Microsoft,2021,71,Paid,Yes
476,AI Tool 476,AI Agents,Adobe,2023,168,Paid,Yes
477,AI Tool 477,Coding AI,Meta,2023,171,Freemium,Yes
478,AI Tool 478,Video Generation,Meta,2022,41,Freemium,Yes
479,AI Tool 479,Image Generation,Microsoft,2022,190,Free,No
480,AI Tool 480,Coding AI,Adobe,2025,24,Freemium,No
481,AI Tool 481,Voice AI,Anthropic,2021,156,Freemium,No
482,AI Tool 482,AI Agents,Amazon,2020,5,Freemium,No
483,AI Tool 483,Coding AI,Google,2023,11,Free,Yes
484,AI Tool 484,Image Generation,Amazon,2025,13,Free,No
485,AI Tool 485,Coding AI,HuggingFace,2021,148,Free,Yes
486,AI Tool 486,Video Generation,Amazon,2021,71,Freemium,Yes
487,AI Tool 487,AI Agents,Stability AI,2025,2,Freemium,Yes
488,AI Tool 488,Productivity AI,OpenAI,2023,35,Freemium,Yes
489,AI Tool 489,Coding AI,OpenAI,2026,82,Free,Yes
490,AI Tool 490,Coding AI,Amazon,2021,36,Free,Yes
491,AI Tool 491,AI Agents,Runway,2024,133,Freemium,Yes
492,AI Tool 492,Video Generation,Runway,2020,65,Paid,No
493,AI Tool 493,Chatbots,HuggingFace,2022,16,Paid,No
494,AI Tool 494,Image Generation,Meta,2020,48,Free,No
495,AI Tool 495,Coding AI,Anthropic,2024,119,Free,No
496,AI Tool 496,Voice AI,Microsoft,2024,165,Free,Yes
497,AI Tool 497,AI Agents,Microsoft,2022,26,Free,No
498,AI Tool 498,Video Generation,Stability AI,2022,106,Paid,Yes
499,AI Tool 499,AI Agents,Google,2026,50,Freemium,No
500,AI Tool 500,AI Agents,Google,2023,195,Paid,Yes
501,AI Tool 501,Coding AI,Stability AI,2025,193,Freemium,Yes
502,AI Tool 502,Chatbots,Microsoft,2022,75,Free,No
503,AI Tool 503,Chatbots,Stability AI,2024,37,Paid,No
504,AI Tool 504,Image Generation,Adobe,2020,66,Paid,Yes
505,AI Tool 505,Productivity AI,Stability AI,2021,123,Paid,Yes
506,AI Tool 506,Coding AI,Adobe,2026,43,Paid,Yes
507,AI Tool 507,LLM,Microsoft,2026,108,Freemium,No
508,AI Tool 508,AI Agents,Adobe,2021,124,Paid,No
509,AI Tool 509,Chatbots,Adobe,2025,78,Free,Yes
510,AI Tool 510,AI Agents,Meta,2025,7,Freemium,Yes
511,AI Tool 511,Voice AI,Amazon,2020,85,Free,No
512,AI Tool 512,LLM,Anthropic,2020,131,Paid,No
513,AI Tool 513,AI Agents,Microsoft,2025,40,Free,Yes
514,AI Tool 514,Coding AI,Stability AI,2023,130,Paid,No
515,AI Tool 515,Voice AI,Amazon,2020,168,Paid,Yes
516,AI Tool 516,LLM,Anthropic,2023,168,Paid,Yes
517,AI Tool 517,Productivity AI,Adobe,2026,24,Paid,Yes
518,AI Tool 518,Chatbots,Microsoft,2026,196,Free,No
519,AI Tool 519,Image Generation,HuggingFace,2026,119,Free,No
520,AI Tool 520,Image Generation,Anthropic,2023,65,Free,No
521,AI Tool 521,Productivity AI,Amazon,2021,150,Free,Yes
522,AI Tool 522,Image Generation,Microsoft,2024,100,Freemium,No
523,AI Tool 523,Chatbots,Amazon,2020,131,Paid,No
524,AI Tool 524,LLM,Google,2020,175,Freemium,No
525,AI Tool 525,Video Generation,HuggingFace,2020,155,Freemium,Yes
526,AI Tool 526,Productivity AI,Google,2023,81,Free,Yes
527,AI Tool 527,AI Agents,Runway,2022,98,Freemium,No
528,AI Tool 528,Video Generation,Anthropic,2024,100,Paid,No
529,AI Tool 529,Video Generation,Google,2021,180,Paid,Yes
530,AI Tool 530,AI Agents,Runway,2021,108,Freemium,Yes
531,AI Tool 531,LLM,Stability AI,2026,93,Free,No
532,AI Tool 532,Productivity AI,HuggingFace,2026,152,Freemium,Yes
533,AI Tool 533,Coding AI,Adobe,2022,122,Free,No
534,AI Tool 534,Coding AI,Microsoft,2026,136,Free,Yes
535,AI Tool 535,AI Agents,Runway,2023,169,Paid,No
536,AI Tool 536,Voice AI,Amazon,2021,62,Paid,No
537,AI Tool 537,LLM,Stability AI,2021,136,Freemium,Yes
538,AI Tool 538,Coding AI,Adobe,2024,192,Free,No
539,AI Tool 539,Image Generation,Google,2024,102,Free,Yes
540,AI Tool 540,Image Generation,Adobe,2025,44,Free,No
541,AI Tool 541,Productivity AI,HuggingFace,2021,92,Free,No
542,AI Tool 542,Voice AI,Microsoft,2024,91,Paid,Yes
543,AI Tool 543,AI Agents,Adobe,2022,198,Paid,No
544,AI Tool 544,Video Generation,Stability AI,2023,94,Paid,Yes
545,AI Tool 545,Image Generation,Microsoft,2020,31,Free,No
546,AI Tool 546,Image Generation,Runway,2021,43,Freemium,Yes
547,AI Tool 547,Image Generation,Runway,2024,117,Free,Yes
548,AI Tool 548,Chatbots,Microsoft,2021,165,Paid,Yes
549,AI Tool 549,Coding AI,Meta,2021,76,Freemium,Yes
550,AI Tool 550,Chatbots,OpenAI,2021,56,Freemium,Yes
551,AI Tool 551,Chatbots,Anthropic,2022,153,Paid,Yes
552,AI Tool 552,AI Agents,Google,2020,64,Free,Yes
553,AI Tool 553,Productivity AI,Meta,2024,152,Paid,No
554,AI Tool 554,Video Generation,Google,2021,120,Freemium,No
555,AI Tool 555,Voice AI,Google,2022,9,Paid,No
556,AI Tool 556,Video Generation,Meta,2021,108,Freemium,Yes
557,AI Tool 557,Productivity AI,Google,2022,155,Paid,No
558,AI Tool 558,Image Generation,Adobe,2023,22,Paid,Yes
559,AI Tool 559,Image Generation,Anthropic,2020,66,Freemium,Yes
560,AI Tool 560,Chatbots,Adobe,2020,74,Paid,Yes
561,AI Tool 561,Chatbots,OpenAI,2026,195,Free,Yes
562,AI Tool 562,Chatbots,Microsoft,2026,70,Paid,Yes
563,AI Tool 563,Productivity AI,Anthropic,2024,8,Paid,Yes
564,AI Tool 564,Voice AI,Stability AI,2021,178,Paid,Yes
565,AI Tool 565,Image Generation,Microsoft,2025,24,Free,Yes
566,AI Tool 566,Image Generation,Amazon,2021,29,Freemium,No
567,AI Tool 567,LLM,OpenAI,2022,169,Free,Yes
568,AI Tool 568,Voice AI,Google,2026,184,Free,No
569,AI Tool 569,LLM,Google,2023,12,Freemium,Yes
570,AI Tool 570,Coding AI,Stability AI,2024,72,Paid,No
571,AI Tool 571,Voice AI,HuggingFace,2026,161,Free,No
572,AI Tool 572,Image Generation,Anthropic,2025,67,Paid,No
573,AI Tool 573,Video Generation,Meta,2025,178,Freemium,No
574,AI Tool 574,LLM,HuggingFace,2023,108,Freemium,Yes
575,AI Tool 575,Productivity AI,OpenAI,2020,65,Freemium,Yes
576,AI Tool 576,AI Agents,HuggingFace,2025,140,Paid,Yes
577,AI Tool 577,AI Agents,Amazon,2025,197,Paid,Yes
578,AI Tool 578,Chatbots,Adobe,2025,95,Paid,Yes
579,AI Tool 579,Coding AI,Anthropic,2023,105,Free,No
580,AI Tool 580,Productivity AI,Anthropic,2025,152,Paid,Yes
581,AI Tool 581,Chatbots,Stability AI,2025,84,Freemium,Yes
582,AI Tool 582,Voice AI,Meta,2025,167,Freemium,No
583,AI Tool 583,Image Generation,Microsoft,2021,51,Free,No
584,AI Tool 584,AI Agents,Google,2023,125,Freemium,No
585,AI Tool 585,Video Generation,Stability AI,2026,192,Free,Yes
586,AI Tool 586,LLM,HuggingFace,2021,150,Paid,No
587,AI Tool 587,Voice AI,Microsoft,2021,66,Free,No
588,AI Tool 588,Chatbots,Google,2021,171,Free,No
589,AI Tool 589,Coding AI,Amazon,2023,116,Freemium,Yes
590,AI Tool 590,Coding AI,HuggingFace,2026,70,Free,Yes
591,AI Tool 591,Coding AI,Meta,2021,139,Paid,No
592,AI Tool 592,Image Generation,Runway,2024,101,Paid,No
593,AI Tool 593,Voice AI,Adobe,2023,5,Paid,No
594,AI Tool 594,Image Generation,HuggingFace,2020,26,Freemium,Yes
595,AI Tool 595,AI Agents,Amazon,2021,69,Freemium,Yes
596,AI Tool 596,Video Generation,Adobe,2020,163,Free,Yes
597,AI Tool 597,Chatbots,Adobe,2021,55,Freemium,No
598,AI Tool 598,Image Generation,Runway,2025,146,Freemium,No
599,AI Tool 599,Coding AI,Anthropic,2021,20,Free,No
600,AI Tool 600,Image Generation,Google,2023,59,Free,Yes
601,AI Tool 601,LLM,Stability AI,2026,151,Freemium,Yes
602,AI Tool 602,Voice AI,Runway,2026,10,Free,No
603,AI Tool 603,LLM,Meta,2025,37,Free,No
604,AI Tool 604,AI Agents,OpenAI,2024,165,Paid,No
605,AI Tool 605,Productivity AI,Runway,2024,153,Paid,Yes
606,AI Tool 606,Image Generation,Runway,2025,164,Free,Yes
607,AI Tool 607,Video Generation,Microsoft,2020,55,Freemium,No
608,AI Tool 608,Voice AI,Meta,2025,119,Freemium,Yes
609,AI Tool 609,Productivity AI,Microsoft,2022,49,Freemium,No
610,AI Tool 610,Coding AI,Microsoft,2024,27,Paid,Yes
611,AI Tool 611,AI Agents,OpenAI,2021,21,Paid,Yes
612,AI Tool 612,LLM,HuggingFace,2022,65,Paid,Yes
613,AI Tool 613,LLM,Adobe,2023,18,Freemium,No
614,AI Tool 614,AI Agents,Runway,2022,199,Paid,No
615,AI Tool 615,Video Generation,OpenAI,2024,8,Paid,Yes
616,AI Tool 616,LLM,Adobe,2022,59,Freemium,No
617,AI Tool 617,LLM,Runway,2023,39,Free,Yes
618,AI Tool 618,Productivity AI,Stability AI,2023,138,Paid,No
619,AI Tool 619,Coding AI,Amazon,2024,162,Free,No
620,AI Tool 620,Chatbots,Google,2020,2,Free,No
621,AI Tool 621,Coding AI,Adobe,2026,192,Paid,No
622,AI Tool 622,Voice AI,OpenAI,2026,11,Free,No
623,AI Tool 623,Chatbots,OpenAI,2024,115,Freemium,No
624,AI Tool 624,LLM,HuggingFace,2024,74,Freemium,No
625,AI Tool 625,Voice AI,Microsoft,2025,85,Paid,No
626,AI Tool 626,Productivity AI,Anthropic,2021,170,Paid,Yes
627,AI Tool 627,Video Generation,Anthropic,2025,47,Free,No
628,AI Tool 628,Voice AI,HuggingFace,2021,108,Freemium,Yes
629,AI Tool 629,LLM,Google,2026,111,Freemium,No
630,AI Tool 630,Coding AI,Meta,2026,114,Free,No
631,AI Tool 631,Video Generation,Adobe,2023,175,Free,No
632,AI Tool 632,Voice AI,Adobe,2020,46,Paid,Yes
633,AI Tool 633,Voice AI,Amazon,2025,71,Freemium,No
634,AI Tool 634,Chatbots,Meta,2021,68,Paid,No
635,AI Tool 635,Productivity AI,Google,2024,20,Freemium,Yes
636,AI Tool 636,Image Generation,Anthropic,2023,19,Freemium,Yes
637,AI Tool 637,Image Generation,Meta,2023,65,Paid,Yes
638,AI Tool 638,LLM,Google,2023,69,Freemium,No
639,AI Tool 639,AI Agents,Stability AI,2026,117,Free,No
640,AI Tool 640,Voice AI,Google,2024,161,Free,Yes
641,AI Tool 641,Voice AI,Google,2021,107,Paid,No
642,AI Tool 642,Image Generation,Stability AI,2025,170,Freemium,Yes
643,AI Tool 643,AI Agents,Adobe,2020,156,Paid,No
644,AI Tool 644,AI Agents,Meta,2022,12,Free,Yes
645,AI Tool 645,LLM,Google,2025,165,Paid,Yes
646,AI Tool 646,Video Generation,Amazon,2026,33,Free,No
647,AI Tool 647,Chatbots,Stability AI,2025,147,Freemium,Yes
648,AI Tool 648,Voice AI,Amazon,2026,73,Free,Yes
649,AI Tool 649,Image Generation,Stability AI,2023,177,Paid,Yes
650,AI Tool 650,Image Generation,Adobe,2021,20,Freemium,No
651,AI Tool 651,Productivity AI,Stability AI,2026,129,Paid,No
652,AI Tool 652,Coding AI,Meta,2020,156,Paid,Yes
653,AI Tool 653,Productivity AI,Anthropic,2022,153,Freemium,No
654,AI Tool 654,Productivity AI,Amazon,2025,158,Freemium,No
655,AI Tool 655,Voice AI,Microsoft,2023,192,Paid,Yes
656,AI Tool 656,Productivity AI,Google,2026,170,Paid,No
657,AI Tool 657,Voice AI,Adobe,2024,185,Free,Yes
658,AI Tool 658,Chatbots,Microsoft,2021,198,Free,Yes
659,AI Tool 659,Video Generation,Google,2025,119,Free,No
660,AI Tool 660,Image Generation,Stability AI,2020,173,Free,Yes
661,AI Tool 661,Voice AI,Meta,2025,83,Freemium,Yes
662,AI Tool 662,Voice AI,OpenAI,2024,61,Paid,Yes
663,AI Tool 663,Coding AI,Stability AI,2022,110,Paid,No
664,AI Tool 664,Video Generation,Meta,2023,22,Free,No
665,AI Tool 665,Image Generation,Runway,2020,41,Free,No
666,AI Tool 666,Productivity AI,Google,2025,115,Free,Yes
667,AI Tool 667,LLM,OpenAI,2024,125,Free,Yes
668,AI Tool 668,Productivity AI,Microsoft,2020,106,Free,No
669,AI Tool 669,Chatbots,Meta,2025,181,Paid,No
670,AI Tool 670,Productivity AI,Stability AI,2025,106,Freemium,No
671,AI Tool 671,Productivity AI,Amazon,2024,45,Paid,Yes
672,AI Tool 672,Productivity AI,Amazon,2021,68,Free,Yes
673,AI Tool 673,Video Generation,Amazon,2025,6,Paid,Yes
674,AI Tool 674,Voice AI,Google,2025,73,Paid,No
675,AI Tool 675,Voice AI,Adobe,2022,54,Free,Yes
676,AI Tool 676,Chatbots,Stability AI,2021,152,Free,No
677,AI Tool 677,LLM,Adobe,2021,150,Free,Yes
678,AI Tool 678,Video Generation,Google,2021,32,Free,Yes
679,AI Tool 679,Image Generation,Stability AI,2026,163,Free,No
680,AI Tool 680,Video Generation,Amazon,2026,198,Free,Yes
681,AI Tool 681,Productivity AI,Adobe,2023,19,Freemium,No
682,AI Tool 682,Coding AI,Stability AI,2021,114,Paid,No
683,AI Tool 683,Image Generation,Google,2025,140,Freemium,No
684,AI Tool 684,Productivity AI,Microsoft,2021,99,Paid,Yes
685,AI Tool 685,Chatbots,OpenAI,2023,80,Free,No
686,AI Tool 686,Productivity AI,Stability AI,2024,49,Freemium,No
687,AI Tool 687,Voice AI,Microsoft,2021,45,Free,Yes
688,AI Tool 688,LLM,Anthropic,2025,4,Freemium,No
689,AI Tool 689,LLM,OpenAI,2020,181,Free,Yes
690,AI Tool 690,Video Generation,Adobe,2023,68,Free,No
691,AI Tool 691,LLM,Adobe,2020,31,Paid,No
692,AI Tool 692,LLM,Adobe,2023,122,Free,Yes
693,AI Tool 693,AI Agents,Microsoft,2023,73,Paid,No
694,AI Tool 694,Productivity AI,OpenAI,2026,11,Paid,Yes
695,AI Tool 695,LLM,HuggingFace,2022,101,Freemium,No
696,AI Tool 696,Productivity AI,OpenAI,2025,155,Paid,Yes
697,AI Tool 697,Video Generation,Adobe,2024,137,Free,Yes
698,AI Tool 698,Image Generation,Runway,2026,23,Freemium,Yes
699,AI Tool 699,LLM,Runway,2022,24,Freemium,Yes
700,AI Tool 700,Chatbots,Runway,2026,162,Free,Yes
701,AI Tool 701,Productivity AI,Amazon,2021,120,Freemium,No
702,AI Tool 702,LLM,Google,2021,31,Paid,Yes
703,AI Tool 703,Video Generation,Stability AI,2021,102,Freemium,No
704,AI Tool 704,Chatbots,HuggingFace,2026,50,Paid,No
705,AI Tool 705,Image Generation,Anthropic,2025,122,Freemium,No
706,AI Tool 706,LLM,Microsoft,2021,9,Free,No
707,AI Tool 707,Chatbots,OpenAI,2025,49,Freemium,No
708,AI Tool 708,Voice AI,Amazon,2021,112,Paid,No
709,AI Tool 709,Voice AI,Stability AI,2021,126,Freemium,No
710,AI Tool 710,Coding AI,Runway,2023,143,Paid,No
711,AI Tool 711,LLM,HuggingFace,2020,46,Freemium,Yes
712,AI Tool 712,Video Generation,Runway,2021,187,Freemium,No
713,AI Tool 713,Voice AI,Adobe,2023,194,Paid,Yes
714,AI Tool 714,Coding AI,OpenAI,2021,97,Freemium,No
715,AI Tool 715,LLM,Google,2026,4,Freemium,Yes
716,AI Tool 716,Chatbots,OpenAI,2022,120,Freemium,Yes
717,AI Tool 717,Coding AI,Amazon,2023,52,Free,Yes
718,AI Tool 718,Productivity AI,Microsoft,2023,137,Paid,No
719,AI Tool 719,Image Generation,Stability AI,2024,162,Free,No
720,AI Tool 720,Productivity AI,OpenAI,2022,191,Paid,No
721,AI Tool 721,Chatbots,Runway,2023,162,Paid,No
722,AI Tool 722,Image Generation,Anthropic,2025,157,Paid,No
723,AI Tool 723,Chatbots,Adobe,2020,200,Paid,No
724,AI Tool 724,Voice AI,HuggingFace,2025,48,Freemium,Yes
725,AI Tool 725,Image Generation,Stability AI,2020,106,Freemium,Yes
726,AI Tool 726,AI Agents,Microsoft,2025,33,Paid,No
727,AI Tool 727,Coding AI,Google,2026,145,Freemium,Yes
728,AI Tool 728,AI Agents,Runway,2025,40,Paid,No
729,AI Tool 729,Image Generation,Adobe,2022,92,Paid,Yes
730,AI Tool 730,Productivity AI,Stability AI,2023,117,Paid,Yes
731,AI Tool 731,LLM,Amazon,2023,101,Paid,Yes
732,AI Tool 732,Coding AI,HuggingFace,2022,18,Free,No
733,AI Tool 733,Image Generation,Amazon,2020,171,Paid,No
734,AI Tool 734,AI Agents,Amazon,2022,162,Freemium,Yes
735,AI Tool 735,Image Generation,OpenAI,2020,127,Paid,Yes
736,AI Tool 736,LLM,Adobe,2022,144,Freemium,No
737,AI Tool 737,Chatbots,Runway,2026,1,Freemium,Yes
738,AI Tool 738,Voice AI,Adobe,2025,149,Freemium,No
739,AI Tool 739,Image Generation,Microsoft,2025,84,Freemium,No
740,AI Tool 740,Voice AI,Amazon,2022,69,Freemium,No
741,AI Tool 741,Productivity AI,Microsoft,2026,14,Paid,No
742,AI Tool 742,Voice AI,Meta,2021,74,Freemium,No
743,AI Tool 743,Coding AI,HuggingFace,2023,127,Free,Yes
744,AI Tool 744,Image Generation,Anthropic,2022,79,Freemium,Yes
745,AI Tool 745,Image Generation,OpenAI,2026,9,Freemium,No
746,AI Tool 746,Coding AI,Meta,2024,181,Free,No
747,AI Tool 747,Productivity AI,HuggingFace,2021,91,Freemium,Yes
748,AI Tool 748,Coding AI,Google,2022,117,Free,Yes
749,AI Tool 749,Voice AI,Amazon,2023,177,Free,No
750,AI Tool 750,Coding AI,OpenAI,2025,49,Paid,No
751,AI Tool 751,AI Agents,Google,2021,46,Free,Yes
752,AI Tool 752,Coding AI,HuggingFace,2023,134,Free,Yes
753,AI Tool 753,AI Agents,Anthropic,2024,107,Paid,Yes
754,AI Tool 754,Image Generation,Meta,2025,84,Paid,No
755,AI Tool 755,AI Agents,HuggingFace,2026,5,Free,Yes
756,AI Tool 756,LLM,Adobe,2023,26,Freemium,No
757,AI Tool 757,LLM,Runway,2026,36,Freemium,Yes
758,AI Tool 758,Video Generation,Microsoft,2023,194,Free,Yes
759,AI Tool 759,Chatbots,Adobe,2026,146,Free,Yes
760,AI Tool 760,Image Generation,Stability AI,2023,192,Paid,Yes
761,AI Tool 761,Voice AI,HuggingFace,2020,197,Freemium,No
762,AI Tool 762,Productivity AI,Microsoft,2024,43,Free,Yes
763,AI Tool 763,LLM,Meta,2026,80,Free,Yes
764,AI Tool 764,Chatbots,Stability AI,2023,91,Freemium,Yes
765,AI Tool 765,AI Agents,HuggingFace,2023,13,Paid,No
766,AI Tool 766,Chatbots,Anthropic,2026,83,Freemium,Yes
767,AI Tool 767,Video Generation,Meta,2021,137,Paid,No
768,AI Tool 768,AI Agents,Runway,2025,193,Freemium,Yes
769,AI Tool 769,Image Generation,Runway,2025,136,Freemium,Yes
770,AI Tool 770,Productivity AI,OpenAI,2024,63,Free,Yes
771,AI Tool 771,Chatbots,HuggingFace,2024,103,Free,Yes
772,AI Tool 772,Voice AI,Anthropic,2024,61,Freemium,Yes
773,AI Tool 773,Voice AI,Runway,2020,172,Freemium,Yes
774,AI Tool 774,LLM,Google,2024,170,Free,No
775,AI Tool 775,Image Generation,Amazon,2024,145,Freemium,No
776,AI Tool 776,LLM,Amazon,2023,70,Free,Yes
777,AI Tool 777,Productivity AI,Stability AI,2026,148,Free,Yes
778,AI Tool 778,Video Generation,Stability AI,2026,4,Freemium,No
779,AI Tool 779,LLM,Anthropic,2022,70,Paid,Yes
780,AI Tool 780,LLM,OpenAI,2020,110,Free,Yes
781,AI Tool 781,Voice AI,Google,2024,84,Free,No
782,AI Tool 782,LLM,Runway,2023,138,Paid,Yes
783,AI Tool 783,Coding AI,Meta,2025,184,Free,No
784,AI Tool 784,Coding AI,Meta,2022,56,Free,No
785,AI Tool 785,Coding AI,Stability AI,2023,149,Freemium,No
786,AI Tool 786,Coding AI,Stability AI,2022,124,Free,Yes
787,AI Tool 787,Voice AI,Anthropic,2026,79,Paid,Yes
788,AI Tool 788,Coding AI,Google,2026,161,Paid,No
789,AI Tool 789,AI Agents,Google,2025,32,Paid,Yes
790,AI Tool 790,AI Agents,Runway,2021,116,Paid,Yes
791,AI Tool 791,Chatbots,HuggingFace,2022,20,Freemium,No
792,AI Tool 792,LLM,Stability AI,2022,59,Freemium,No
793,AI Tool 793,Chatbots,HuggingFace,2021,133,Paid,Yes
794,AI Tool 794,AI Agents,Meta,2025,194,Paid,Yes
795,AI Tool 795,Image Generation,Anthropic,2020,145,Free,No
796,AI Tool 796,LLM,Adobe,2021,73,Paid,No
797,AI Tool 797,Chatbots,Anthropic,2023,166,Freemium,No
798,AI Tool 798,AI Agents,OpenAI,2023,164,Free,Yes
799,AI Tool 799,Video Generation,Runway,2020,176,Free,Yes
800,AI Tool 800,Image Generation,Google,2023,157,Free,Yes
801,AI Tool 801,Coding AI,Anthropic,2022,200,Free,No
802,AI Tool 802,Voice AI,Runway,2020,173,Free,No
803,AI Tool 803,Image Generation,Anthropic,2021,68,Paid,Yes
804,AI Tool 804,Chatbots,Microsoft,2021,4,Freemium,Yes
805,AI Tool 805,Coding AI,OpenAI,2021,163,Paid,No
806,AI Tool 806,Voice AI,Anthropic,2024,17,Paid,No
807,AI Tool 807,AI Agents,Meta,2025,73,Free,Yes
808,AI Tool 808,Video Generation,Stability AI,2021,193,Free,Yes
809,AI Tool 809,Coding AI,Stability AI,2024,158,Freemium,Yes
810,AI Tool 810,Coding AI,OpenAI,2025,103,Freemium,Yes
811,AI Tool 811,Voice AI,Microsoft,2022,187,Freemium,No
812,AI Tool 812,Video Generation,Google,2021,4,Free,No
813,AI Tool 813,Image Generation,Meta,2024,152,Freemium,Yes
814,AI Tool 814,Coding AI,Adobe,2021,76,Free,Yes
815,AI Tool 815,Voice AI,Anthropic,2023,91,Paid,Yes
816,AI Tool 816,Productivity AI,Anthropic,2025,17,Free,Yes
817,AI Tool 817,Image Generation,Adobe,2022,194,Freemium,Yes
818,AI Tool 818,Chatbots,Google,2020,172,Free,No
819,AI Tool 819,Video Generation,Adobe,2022,7,Free,No
820,AI Tool 820,AI Agents,Stability AI,2021,86,Free,No
821,AI Tool 821,Video Generation,Anthropic,2021,132,Free,Yes
822,AI Tool 822,AI Agents,HuggingFace,2026,54,Freemium,No
823,AI Tool 823,AI Agents,Stability AI,2024,137,Free,Yes
824,AI Tool 824,LLM,OpenAI,2021,138,Paid,Yes
825,AI Tool 825,Video Generation,Stability AI,2024,47,Paid,No
826,AI Tool 826,Image Generation,Anthropic,2024,167,Paid,Yes
827,AI Tool 827,Image Generation,Google,2022,90,Free,Yes
828,AI Tool 828,Voice AI,Adobe,2020,128,Free,Yes
829,AI Tool 829,AI Agents,Anthropic,2024,100,Paid,No
830,AI Tool 830,Image Generation,Google,2023,30,Freemium,No
831,AI Tool 831,Image Generation,HuggingFace,2021,110,Freemium,Yes
832,AI Tool 832,AI Agents,OpenAI,2022,33,Free,No
833,AI Tool 833,Video Generation,Adobe,2025,34,Paid,Yes
834,AI Tool 834,Voice AI,OpenAI,2023,91,Free,No
835,AI Tool 835,AI Agents,Adobe,2026,108,Free,No
836,AI Tool 836,Productivity AI,Amazon,2020,133,Free,No
837,AI Tool 837,LLM,OpenAI,2025,175,Paid,No
838,AI Tool 838,AI Agents,Anthropic,2025,1,Free,No
839,AI Tool 839,Voice AI,Google,2024,9,Freemium,No
840,AI Tool 840,AI Agents,Runway,2026,10,Free,No
841,AI Tool 841,Voice AI,Adobe,2020,46,Freemium,Yes
842,AI Tool 842,LLM,HuggingFace,2025,105,Free,Yes
843,AI Tool 843,Productivity AI,Stability AI,2020,172,Free,No
